execution_time,planning_time,total_rows,total_loops,node_types,max_depth,has_seq_scan,has_sort,has_index_scan,workers_launched,query_id
1115.265,0.499,195387,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.45
1704.843,0.51,294050,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.44
1307.806,0.474,198377,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.47
1180.279,0.388,197483,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.49
1178.46,0.519,196978,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.50
1201.763,0.484,195807,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.52
1203.529,0.486,198618,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.54
1199.263,0.52,198232,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.55
3287.338,0.486,596240,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.46
1604.096,0.391,292678,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.53
3505.773,0.489,593857,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.48
3358.829,0.474,589833,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.5
1268.461,0.395,197790,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.56
1206.612,0.461,196196,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.59
1270.747,0.515,197309,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.57
3792.598,0.482,589220,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.51
1797.393,0.527,295142,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.58
1268.793,0.507,198077,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.63
1777.915,0.495,293316,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.60
1286.892,0.482,197605,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.64
1793.218,0.494,298264,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.61
3778.875,0.457,588076,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.6
1804.48,0.486,294830,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.66
1280.044,0.544,195964,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.67
1270.843,0.493,195304,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.68
1287.167,0.498,198718,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.69
3593.703,0.492,595386,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.62
1272.802,0.4,197910,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.71
1272.25,0.401,198331,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.70
1283.409,0.402,197427,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.72
3712.574,0.499,591323,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.65
1876.461,0.382,295350,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.73
3303.849,0.5,586104,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.7
1216.116,0.47,198576,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.77
1216.179,0.463,198180,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.78
1226.682,21.35,195043,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.76
3202.14,0.475,589005,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.74
1116.806,0.505,196120,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.82
1117.67,0.503,196700,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.81
1208.286,0.565,195472,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.83
1890.038,0.444,298132,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.8
3401.634,1.057,587130,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.75
1270.671,0.418,198377,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.85
1351.346,0.415,197971,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.86
3772.733,0.409,593134,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.79
1318.11,0.47,196978,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.88
1890.241,0.478,296209,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.87
3619.703,0.493,591689,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.80
1268.231,0.479,195129,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.91
1358.078,0.439,198377,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.9
1302.428,0.469,195807,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.90
3492.957,0.504,596361,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.84
1666.198,0.463,297332,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.93
1179.09,0.527,196772,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.96
3393.168,0.489,589220,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.89
1369.329,0.527,197309,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.95
1360.779,0.391,196196,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.97
377.267,0.682,112197,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.10
459.368,0.917,112007,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.100
584.982,3.003,112564,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.1
3282.399,0.567,595798,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.92
605.764,56.274,248395,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.11
295.927,0.822,112427,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.12
358.221,1.005,108251,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.13
372.183,1.008,112045,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.14
1401.079,0.627,298264,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.99
3018.536,0.496,593315,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.94
466.152,0.7,111983,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.16
388.66,0.895,111480,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.17
322.822,0.914,111175,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.19
608.764,1.012,251575,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.15
218.054,0.955,112417,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.2
624.719,0.93,250511,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.18
296.193,1.123,113814,38,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.20
321.791,0.896,111487,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.21
407.147,0.881,146767,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.22
305.336,0.918,112820,38,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.24
2782.383,0.518,586609,5,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,0,query1.98
221.507,51.034,108259,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.26
357.514,0.895,112003,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.27
691.995,0.936,250567,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.23
398.139,0.972,147197,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.25
310.799,1.02,112009,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.29
512.914,0.971,251483,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.28
218.805,1.088,111456,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.30
225.598,0.901,111154,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.32
217.51,0.983,113861,38,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.33
455.775,0.925,250145,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.3
351.853,0.905,250511,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.31
294.698,0.787,112021,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.35
295.804,0.836,111990,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.36
302.979,0.836,111873,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.37
325.733,0.889,145158,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.34
598.497,1.029,250993,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.38
299.032,1.344,112023,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.42
339.305,0.808,112417,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.41
677.752,0.924,247721,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.39
306.479,0.972,112289,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.43
700.853,0.984,249211,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.4
770.363,1.053,250529,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.40
483.282,1.307,147017,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.44
285.188,0.798,112105,38,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.45
280.941,0.87,113509,38,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.48
282.134,0.887,112903,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.46
375.457,0.942,146458,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.50
272.188,0.729,111375,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.53
604.735,0.906,247879,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.47
293.069,0.902,110942,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.52
601.523,1.041,247721,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.5
293.385,0.975,113402,38,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.54
614.255,1.004,251575,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.49
443.201,0.877,250993,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.51
296.189,0.715,112007,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.55
296.48,1.196,112309,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.56
288.387,0.933,111158,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.58
370.798,0.699,146993,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.57
523.418,0.933,252357,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.59
280.544,0.889,112434,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.62
625.473,0.933,247879,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.60
298.858,0.914,111966,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.63
299.199,0.877,112323,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.64
676.505,0.964,249041,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.6
593.867,0.929,251713,15,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,0,query10.61
318.185,0.964,145216,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.65
193.173,0.913,111347,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.66
292.148,0.735,112281,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.69
301.329,0.894,112788,39,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,2,query10.7
354.103,1.169,147025,27,"{'Sort': 2, 'Aggregate': 2, 'Gather Merge': 1, 'Hash Join': 3, 'Seq Scan': 4, 'Hash': 3}",10,True,True,False,1,query10.70
