execution_time,planning_time,total_rows,total_loops,node_types,max_depth,has_seq_scan,has_sort,has_index_scan,workers_launched,query_id
112.692,0.515,27713,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.61
119.993,0.44,27117,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.62
99.276,0.395,28387,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.63
85.443,0.468,28336,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.64
122.456,0.19,27988,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.65
112.992,0.393,28244,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.66
117.793,0.321,28050,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.67
130.313,0.192,26994,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.68
102.639,0.341,28304,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.69
101.229,0.288,28050,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.7
103.333,0.196,28056,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.70
93.665,0.342,27913,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.71
99.381,0.389,27460,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.72
97.619,0.368,27624,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.73
102.681,0.285,27357,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.74
108.055,0.192,28084,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.75
121.958,0.374,28433,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.76
104.347,0.407,28088,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.77
107.004,0.302,27720,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.78
93.79,0.437,27195,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.79
113.805,0.316,27912,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.8
115.65,0.309,28384,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.80
100.914,0.331,28349,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.81
116.174,0.314,27793,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.82
117.129,0.185,28243,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.83
127.323,0.414,28057,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.84
118.241,0.429,26988,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.85
110.492,0.412,27923,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.86
98.479,0.341,28055,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.87
105.824,0.319,27920,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.88
104.864,0.362,27461,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.89
114.517,0.188,27960,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.9
98.757,0.423,27331,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.90
106.853,0.35,27368,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.91
118.863,0.344,28087,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.92
113.642,0.363,27386,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.93
112.764,0.313,28087,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.94
120.191,0.289,27710,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.95
113.1,0.389,27192,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.96
103.793,0.188,27679,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.97
101.017,0.34,28350,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.98
105.722,0.315,27783,26,"{'Merge Join': 1, 'Aggregate': 5, 'Gather Merge': 2, 'Sort': 3, 'Seq Scan': 3}",7,True,True,False,4,query15.99
1631.582,0.714,197483,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.11
1653.355,0.989,198526,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.1
1724.031,0.724,198481,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.100
2343.958,0.542,296940,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.10
1702.141,0.504,196978,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.12
1702.505,0.555,196425,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.13
1675.355,0.493,195807,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.14
2495.76,0.742,292678,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.15
1710.21,0.659,198618,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.16
1795.723,0.545,198232,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.17
1713.445,0.664,197790,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.18
1610.501,0.693,196772,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.20
1816.153,1.292,198128,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.2
1883.68,0.741,196196,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.21
2489.381,0.727,295948,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.19
1697.006,0.606,195555,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.22
1703.1,0.787,198854,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.23
1706.271,0.655,198481,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.24
2790.55,0.792,297100,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.25
1697.394,0.757,197605,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.26
1611.217,0.671,197126,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.27
1690.282,0.827,196564,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.28
1717.964,0.841,197669,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.3
1788.108,0.731,195304,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.30
1811.817,0.812,198718,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.31
2392.94,0.786,293930,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.29
1690.555,0.804,198331,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.32
1775.23,0.73,197910,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.33
1686.665,0.678,197427,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.34
2490.395,0.583,295350,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.35
1671.769,0.572,195729,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.37
1691.043,0.547,196354,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.36
1698.095,0.602,195043,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.38
1786.586,0.763,197187,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.4
1724.296,0.55,198180,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.40
2506.032,0.601,297848,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.39
1695.311,0.597,197730,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.41
1715.041,0.78,197248,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.42
1722.093,0.784,196630,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.43
1794.33,0.573,195387,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.45
2601.806,0.571,294050,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.44
1686.591,0.455,198765,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.46
1898.253,0.598,198377,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.47
1693.286,0.686,197971,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.48
1809.321,0.59,196630,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.5
2593.938,0.742,296209,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.49
1792.928,0.724,196978,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.50
1793.556,0.563,196425,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.51
1683.413,0.738,195807,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.52
1801.432,0.777,198618,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.54
1708.764,0.659,198232,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.55
2405.526,0.814,292678,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.53
1685.545,0.442,197790,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.56
1808.247,0.697,197309,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.57
1808.316,0.565,196772,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.58
2506.663,0.651,294278,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.59
1613.491,0.569,196044,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.6
1812.222,0.563,195555,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.60
1889.84,0.548,198854,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.61
1786.565,0.576,198481,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.62
1792.387,0.586,197605,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.64
1716.519,0.781,197126,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.65
2696.179,0.633,297100,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.63
1701.727,0.811,196564,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.66
1615.022,0.751,195304,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.68
1793.101,0.57,195964,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.67
1601.53,0.505,195387,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.7
2606.518,0.787,298060,8,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,1,query1.69
1697.232,0.881,198331,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.70
1691.956,0.741,197910,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.71
1698.593,0.73,197427,11,"{'Aggregate': 2, 'Gather Merge': 1, 'Sort': 1, 'Seq Scan': 1}",5,True,True,False,2,query1.72
